lcm_timestamp,sensor_timestamp,depth,pressure
1699643668611159,1699643668611147,545.405,-1.0
1699643668757384,1699643668757336,545.409,-1.0
1699643668904698,1699643668904686,545.409,-1.0
1699643669055536,1699643669055500,545.409,-1.0
1699643669207350,1699643669207265,545.408,-1.0
1699643669354991,1699643669354963,545.415,-1.0
1699643669513677,1699643669513659,545.424,-1.0
1699643669656705,1699643669656692,545.43,-1.0
1699643669807944,1699643669807932,545.414,-1.0
1699643669954634,1699643669954622,545.415,-1.0
1699643670106224,1699643670106213,545.421,-1.0
1699643670257010,1699643670256975,545.421,-1.0
1699643670401771,1699643670401690,545.425,-1.0
1699643670554345,1699643670554331,545.429,-1.0
1699643670705242,1699643670705231,545.429,-1.0
1699643670851999,1699643670851980,545.429,-1.0
1699643671002246,1699643671002228,545.473,-1.0
1699643671151224,1699643671151207,545.512,-1.0
1699643671302789,1699643671302749,545.519,-1.0
1699643671453263,1699643671453228,545.522,-1.0
1699643671600252,1699643671600239,545.525,-1.0
1699643671751881,1699643671751864,545.525,-1.0
1699643671897751,1699643671897738,545.509,-1.0
1699643672049556,1699643672049549,545.512,-1.0
1699643672202193,1699643672202172,545.5,-1.0
1699643672345860,1699643672345845,545.502,-1.0
1699643672498769,1699643672498733,545.502,-1.0
1699643672646111,1699643672646043,545.526,-1.0
1699643672795904,1699643672795874,545.551,-1.0
1699643672943025,1699643672942997,545.547,-1.0
1699643673093818,1699643673093802,545.546,-1.0
1699643673239815,1699643673239802,545.544,-1.0
1699643673390096,1699643673390079,545.535,-1.0
1699643673543214,1699643673543192,545.526,-1.0
1699643673690036,1699643673690014,545.521,-1.0
1699643673840328,1699643673840312,545.52,-1.0
1699643673991500,1699643673991485,545.521,-1.0
1699643674138954,1699643674138943,545.522,-1.0
1699643674289350,1699643674289305,545.433,-1.0
1699643674436651,1699643674436638,545.365,-1.0
1699643674586229,1699643674586216,545.367,-1.0
1699643674735180,1699643674734708,545.366,-1.0
1699643674886432,1699643674886417,545.385,-1.0
1699643675037610,1699643675037567,545.374,-1.0
1699643675183946,1699643675183915,545.377,-1.0
1699643675335941,1699643675335888,545.379,-1.0
1699643675485157,1699643675485011,545.378,-1.0
1699643675634744,1699643675634694,545.378,-1.0
1699643675782116,1699643675782099,545.375,-1.0
1699643675936730,1699643675936685,545.371,-1.0
1699643676080521,1699643676080501,545.372,-1.0
1699643676231977,1699643676231967,545.372,-1.0
1699643676378568,1699643676378556,545.365,-1.0
1699643676530886,1699643676530872,545.354,-1.0
1699643676683418,1699643676683388,545.354,-1.0
1699643676831220,1699643676831208,545.352,-1.0
1699643676979929,1699643676979899,545.342,-1.0
1699643677127723,1699643677127707,545.335,-1.0
1699643677279021,1699643677278763,545.329,-1.0
1699643677425201,1699643677425183,545.321,-1.0
1699643677576726,1699643677576711,545.314,-1.0
1699643677727142,1699643677727127,545.309,-1.0
1699643677875275,1699643677875259,545.31,-1.0
1699643678027226,1699643678027183,545.303,-1.0
1699643678171844,1699643678171826,545.298,-1.0
1699643678323378,1699643678323361,545.287,-1.0
1699643678474200,1699643678474189,545.278,-1.0
1699643678623231,1699643678623215,545.274,-1.0
1699643678772830,1699643678772817,545.265,-1.0
1699643678918588,1699643678918579,545.266,-1.0
1699643679069866,1699643679069855,545.263,-1.0
1699643679217503,1699643679217484,545.264,-1.0
1699643679366990,1699643679366860,545.252,-1.0
1699643679519228,1699643679519217,545.251,-1.0
1699643679665946,1699643679665914,545.25,-1.0
1699643679818712,1699643679818700,545.248,-1.0
1699643679964381,1699643679964371,545.252,-1.0
